,open,high,low,close,volume,symbol
2024-04-02,103.14657521522015,104.73541558642664,102.3055542150634,103.52048490074502,737157,XYZ
2024-04-03,102.47102231242299,104.03375257784428,101.43890046521928,102.73632652153178,1483432,XYZ
2024-04-04,102.07721317174642,103.78231299650862,101.35642310621758,102.5693680513631,1437086,XYZ
2024-04-05,105.12241543544104,105.59543898492541,104.05688660607035,104.82616279549788,828966,XYZ
2024-04-08,105.3605648943433,105.89954259882636,103.95523687635723,104.9273897375918,797963,XYZ
2024-04-09,104.0110165082279,105.15680028012378,102.48748582284234,103.82214305148305,774674,XYZ
2024-04-10,104.99420334338511,106.63984893420249,103.89653956524215,105.26819424972231,888107,XYZ
2024-04-11,106.41452354936654,107.397017081633,105.30788410437337,106.35245059300318,1316995,XYZ
2024-04-12,107.76603205201627,108.09556685402843,106.85825035906338,107.4769086065459,1160807,XYZ
2024-04-15,108.37696314719805,108.57117452179683,107.13634139374446,107.85375795777065,660990,XYZ
2024-04-16,108.29218483293661,109.12597015605512,107.2276277576035,108.17679895682932,1387757,XYZ
2024-04-17,110.09953912903734,110.95330810113808,109.02720817671864,109.99025813892835,1160142,XYZ
2024-04-18,109.70310836703298,111.2976864731575,108.03022142381509,109.6639539484863,1417736,XYZ
2024-04-19,110.5162255849165,112.51298145811639,109.49035197599362,111.001666717055,1178898,XYZ
2024-04-22,110.91471201553743,112.32777897483507,110.4956544524248,111.41171671362994,1214450,XYZ
2024-04-23,112.09558524487605,114.04997274459674,110.93947011879905,112.4947214316979,849275,XYZ
2024-04-24,112.10364593454008,113.62441658932516,111.55874060183069,112.59157859557793,1424765,XYZ
2024-04-25,112.72051369183491,113.29538475726216,111.22138058475826,112.25838267101021,1152413,XYZ
2024-04-26,111.05175261648391,112.64579905495158,109.79701687893895,111.22140796694526,456638,XYZ
2024-04-29,110.25762558250283,110.66806779248701,109.48659255491926,110.07733017370313,917363,XYZ
2024-04-30,111.4960140269889,112.95239765932874,110.21821002757872,111.58530384345373,1055016,XYZ
2024-05-01,110.41340352661507,111.70978211918926,109.35537213999297,110.5325771295911,1300944,XYZ
2024-05-02,111.61626422798345,112.0478528786482,110.48448186791359,111.2661673732809,1064438,XYZ
2024-05-03,110.38533806506814,111.69363491056752,110.07601724412973,110.88482607734863,1271337,XYZ
2024-05-06,110.08028631663967,110.62018183170765,109.11712329620514,109.86865256395639,783266,XYZ
2024-05-07,111.55867580495088,112.08813513700784,110.55408750988167,111.32111132344475,887969,XYZ
2024-05-08,113.98572471468181,114.484708737588,112.48418770704151,113.48444822231475,961217,XYZ
2024-05-09,110.40090486584215,112.07761180709561,109.74587087530774,110.91174134120168,1274727,XYZ
2024-05-10,111.01431297894872,111.78603942342238,110.38126897207223,111.08365419774731,955417,XYZ
2024-05-13,111.42684263302533,112.54924460773081,111.29380515131487,111.92152487952285,741778,XYZ
2024-05-14,111.56770083150077,113.39045611443903,110.67605349550097,112.03325480497,896231,XYZ
2024-05-15,115.02024730263427,116.38748644036744,114.01197822271236,115.1997323315399,1182264,XYZ
2024-05-16,118.64894283830392,120.06479176684928,116.7387041437921,118.4017479553207,772788,XYZ
2024-05-17,119.014726430404,119.69736382152051,118.23651312001145,118.96693847076598,942998,XYZ
2024-05-20,117.55241153129188,118.62347677463137,117.20684927076366,117.91516302269751,866425,XYZ
2024-05-21,116.14159305316609,117.42954218251955,115.99808164675359,116.71381191463657,1219385,XYZ
2024-05-22,114.03193048437534,114.95639332645533,112.82760425325594,113.89199878985563,980984,XYZ
2024-05-23,115.03436850382542,117.16530700280099,113.85124059121588,115.50827379700843,999627,XYZ
2024-05-24,113.98836831929255,115.7237555312945,112.67157583593266,114.19766568361358,1068842,XYZ
2024-05-27,115.39783095684903,116.44574511016398,113.84997493576718,115.14786002296557,1089108,XYZ
2024-05-28,116.55754706978972,117.10497459819507,115.31448863443508,116.20973161631507,1150331,XYZ
2024-05-29,115.72820806010493,116.59696787855444,114.50965868635245,115.55331328245344,876029,XYZ
2024-05-30,114.68246905755707,116.12455280681475,112.8033881307424,114.46397046877858,937162,XYZ
2024-05-31,114.20991801225436,115.01347557165289,113.71880059374992,114.3661380827014,1183242,XYZ
2024-06-03,114.1391493952649,115.56483878664103,112.51356290897023,114.03920084780563,1182692,XYZ
2024-06-04,115.6039275657684,116.99345822098888,114.05334758875512,115.523402904872,1386978,XYZ
2024-06-05,118.29824853920651,120.19069170792196,116.87548687799826,118.53308929296011,943016,XYZ
2024-06-06,119.48769983831113,120.65175731350624,117.41815841908775,119.03495786629699,1007123,XYZ
2024-06-07,120.20284530887771,121.7528587620663,119.01913353628156,120.38599614917393,1266834,XYZ
2024-06-10,119.26834810398566,119.44441625460352,118.01451205562475,118.72946415511414,918780,XYZ
2024-06-11,121.2948386661888,121.82573586307527,120.07062629761693,120.9481810803461,1584938,XYZ
2024-06-12,125.16517118903164,126.5979093308122,122.88242587871939,124.74016760476579,857004,XYZ
2024-06-13,125.7684909180415,127.156011264625,124.26969693135362,125.71285409798931,966656,XYZ
2024-06-14,124.19096606721136,125.66699014717881,123.34607356198325,124.50653185458103,884686,XYZ
2024-06-17,123.69487389472849,125.16416402189137,123.4323378967599,124.29825095932563,1523238,XYZ
2024-06-18,122.63882285185615,123.5367143973713,122.11772264549943,122.82721852143537,703807,XYZ
2024-06-19,122.02615059663634,122.74909103357896,120.28807775282799,121.51858439320347,1060893,XYZ
2024-06-20,120.19733845833953,121.3143618417655,119.73925415876236,120.52680800026394,1398058,XYZ
2024-06-21,122.02417107846806,123.40675745050552,121.12541221668677,122.26608483359615,944995,XYZ
2024-06-24,121.2139202194328,123.23610292152712,119.70350946764205,121.46980619458458,1196515,XYZ
2024-06-25,122.22591637281543,123.15021783791211,120.54741642074273,121.84881712932743,755929,XYZ
2024-06-26,120.90166148924082,122.08657638480477,119.68348853887387,120.88503246183933,1866941,XYZ
2024-06-27,120.33964215858283,121.69370788361611,119.45828879815717,120.57599834088664,1180707,XYZ
2024-06-28,118.23372820711057,119.6284628302598,117.19612025432899,118.4122915422944,1154968,XYZ
2024-07-01,116.94315097490673,118.20395410609473,115.5795985777717,116.89177634193322,1486411,XYZ
2024-07-02,117.82499938710508,118.97851029376413,115.87905975544987,117.42878502460701,1128132,XYZ
2024-07-03,118.23937450275702,118.79557062736859,116.6415553268835,117.71856297712606,2002214,XYZ
2024-07-04,119.08419033141344,119.70257895784967,117.39535319923944,118.54896607854455,846125,XYZ
2024-07-05,120.24380692757892,121.95284333469361,119.12118187453561,120.5370126046146,897635,XYZ
2024-07-08,124.65371994779396,125.43990070307218,122.70448244654992,124.07219157481104,793830,XYZ
2024-07-09,124.3873130629888,125.09595603921255,122.9770121508803,124.03648409504642,675199,XYZ
2024-07-10,122.70796843719327,123.02007429984651,121.23326572486326,122.1266700123549,1217521,XYZ
2024-07-11,122.19366327836836,124.03842324892497,120.64571277814936,122.34206801353716,1264760,XYZ
2024-07-12,125.35184692185115,126.71520512683294,123.45086215135285,125.0830336390929,1047504,XYZ
2024-07-15,124.34836291876428,125.71031418123167,122.31913015467427,124.01472216795297,1307818,XYZ
2024-07-16,123.14833033869743,124.56148491629092,121.30914663693346,122.93531577661219,648558,XYZ
2024-07-17,122.93326159280784,123.84646683422369,121.6495109173059,122.74798887576479,960563,XYZ
2024-07-18,122.75920256432184,124.02209467367393,122.51263473536291,123.26736470451843,1505971,XYZ
2024-07-19,124.63788714338888,126.82067947537487,123.13727527507888,124.97897737522688,1008245,XYZ
2024-07-22,126.30206347185631,127.23005852066215,125.3949628329946,126.31251067682837,2289599,XYZ
2024-07-23,127.45350920646918,128.7736941773907,125.69530972241779,127.23450194990423,1415598,XYZ
2024-07-24,124.34263821150874,124.58248926729603,122.8983187702005,123.74040401874827,793238,XYZ
2024-07-25,122.98107111270063,125.29173931180645,121.83347260891638,123.56260596036141,918548,XYZ
2024-07-26,122.59302437793963,123.4105246819874,120.78800902232175,122.09926685215457,832110,XYZ
2024-07-29,121.71228993940045,122.82493356408483,121.00139380561696,121.9131636848509,660078,XYZ
2024-07-30,120.93531476259646,122.18424184992126,119.99943835907393,121.0918401044976,1099574,XYZ
2024-07-31,120.70312258443195,122.71614354082693,119.17306504436532,120.94460429259613,1279910,XYZ
2024-08-01,122.66884410391106,123.74645841100605,120.63312527141713,122.18979184121159,946741,XYZ
2024-08-02,121.51335262332191,123.77798909414565,120.1295910348766,121.95379006451113,1092336,XYZ
2024-08-05,119.14201599592477,120.32625282799802,118.54568087328352,119.43596685064077,1531675,XYZ
2024-08-06,120.06043176039742,121.47117382261538,119.2635182433171,120.36734603296624,1150299,XYZ
2024-08-07,119.50116835862896,119.97313894739017,118.41571599077005,119.19442746908011,1044924,XYZ
2024-08-08,118.89506414377456,120.14934523007902,117.2860719676531,118.71770859886605,1020772,XYZ
2024-08-09,118.55501496870676,119.3800275349861,117.17394628137622,118.27698690818116,1077947,XYZ
2024-08-12,116.33433886516944,117.33828814651821,115.97001206321067,116.65415010486444,1364484,XYZ
2024-08-13,114.21878746260907,115.17747480914157,113.49165925666105,114.3345670329013,1173190,XYZ
2024-08-14,114.78218980598785,115.89519363221238,112.97964217591137,114.43741790406187,1935340,XYZ
2024-08-15,115.53983497750298,116.06014850428151,114.88203495158487,115.4710917279332,1288326,XYZ
2024-08-16,116.64683570293889,117.49603165144167,115.92633824110382,116.71118494627275,931592,XYZ
2024-08-19,112.39729662716054,113.7875308223351,111.56983377856274,112.67868230044891,1140098,XYZ
2024-08-20,112.0688603589714,113.48888361700149,110.81046628935839,112.14967495317994,1649100,XYZ
2024-08-21,113.03394854024307,113.81328897010309,112.47778468892693,113.14553682951501,843727,XYZ
2024-08-22,115.89953938276287,116.59979663923576,115.25475115493796,115.92727389708686,753786,XYZ
2024-08-23,117.59337856321105,119.17363610343953,115.88288964536727,117.52826287440341,1044979,XYZ
2024-08-26,115.48163689367084,116.85087146305716,114.71335491621657,115.78211318963687,764156,XYZ
2024-08-27,115.4149491703214,116.59137960483814,113.66628936698733,115.12883448591273,1394062,XYZ
2024-08-28,116.74014833345042,117.64897310602151,115.87471880332544,116.76184595467348,810897,XYZ
2024-08-29,115.4972455779157,116.52794163111938,114.76747862495947,115.64771012803942,1056942,XYZ
2024-08-30,112.13176386606668,113.91139410789047,111.32744005642118,112.61941708215583,1075614,XYZ
2024-09-02,112.14155966031568,112.560464960982,111.42134828696459,111.9909066239733,565960,XYZ
2024-09-03,112.47863298700071,113.21349015482437,110.75383305641273,111.98366160561855,1470803,XYZ
2024-09-04,112.21989694954341,113.29237790411828,111.82316033785739,112.55776912098783,1093628,XYZ
2024-09-05,111.43815776550404,112.40785695592648,111.24645518131365,111.82715606862006,1020713,XYZ
2024-09-06,112.64691993148288,113.51412814769573,112.2483779797541,112.88125306372491,1285400,XYZ
2024-09-09,112.65873249299752,113.65531548801192,111.2281316258866,112.44172355694926,655513,XYZ
2024-09-10,113.54389077852103,114.24417825441544,112.20787346087728,113.22602585764636,1133387,XYZ
2024-09-11,113.71337126118246,114.44098109667468,112.12078051879962,113.28088080773715,716672,XYZ
2024-09-12,111.38422930262523,111.71630583620852,109.95308555387506,110.83469569504179,731193,XYZ
2024-09-13,108.75837045223679,109.53159756577328,107.25140028859086,108.39149892718207,956883,XYZ
2024-09-16,106.41414572802032,107.32873450908411,104.57836749587491,105.95355100247951,1031952,XYZ
2024-09-17,106.72051310515198,107.95388368051091,104.87555573928887,106.41471970989988,1673296,XYZ
2024-09-18,106.93838842047039,107.62779376494763,105.29583363609918,106.4618137005234,1135931,XYZ
2024-09-19,105.247373503112,105.75097804736575,104.53052754819728,105.14075279778152,993777,XYZ
2024-09-20,106.23322168169398,107.2807791762076,104.47272926403586,105.87675422012173,1073201,XYZ
2024-09-23,104.15514729998795,105.28762736883807,103.79570397401008,104.54166567142408,1673424,XYZ
2024-09-24,102.31332996344207,103.16830909130087,101.41164902927022,102.28997906028555,1035375,XYZ
2024-09-25,102.04686410161722,102.94618017509384,101.90308636305531,102.42463326907458,665921,XYZ
2024-09-26,103.87022563824718,104.86662757261983,102.68543640528749,103.77603198895366,1041079,XYZ
2024-09-27,104.72903760196841,106.19531167900325,103.06683707149176,104.63107437524751,1396824,XYZ
2024-09-30,103.17164460384353,104.9194471167899,102.23542208169806,103.57743459924397,1814007,XYZ
2024-10-01,101.17265327796575,101.95962357724693,100.91796433883931,101.43879395804312,1403138,XYZ
2024-10-02,101.22981271634816,102.24506482956035,100.48192212420447,101.36349347688241,870543,XYZ
2024-10-03,102.68757941935132,104.33820026253986,102.0076585611018,103.17292941182083,1071802,XYZ
2024-10-04,104.34333637025496,105.21863350682595,103.59187064331446,104.40525207507021,684791,XYZ
2024-10-07,105.1037170304811,105.79291926742704,104.29708758759261,105.04500342750983,746743,XYZ
2024-10-08,104.25871245753615,105.13865877503649,102.70427303204589,103.92146590354119,1320721,XYZ
2024-10-09,102.03936765402202,103.4865945100847,101.46579587444049,102.4761951922626,846853,XYZ
2024-10-10,103.23805059730003,104.22434413275035,102.42897530661027,103.32665971968031,1691520,XYZ
2024-10-11,102.01637616960528,102.61406798007306,100.50212156297438,101.55809477152373,911011,XYZ
2024-10-14,104.19353258830824,105.45934253344377,102.50563262043839,103.98248757694108,944148,XYZ
2024-10-15,105.09947781917987,105.69007738427737,104.573605610127,105.13184149720219,1088805,XYZ
2024-10-16,104.22773189022124,104.99312141330121,102.98611025260051,103.98961583295086,1132936,XYZ
2024-10-17,103.34699738738541,105.27004626729791,102.43758660912081,103.85381643820936,805850,XYZ
2024-10-18,101.57592554264203,102.96013967764299,100.81438539928601,101.8872625384645,719971,XYZ
2024-10-21,101.91427162695027,102.25798573665251,100.71658649237453,101.48728611451352,1737521,XYZ
2024-10-22,103.35981269783309,103.94514193580434,102.10663119516795,103.02588656548615,1150590,XYZ
2024-10-23,105.18825285685836,106.04598552918999,104.62276521635494,105.33437537277246,2534150,XYZ
2024-10-24,106.19636915736223,107.43700438386037,104.97538494769111,106.20619466577574,1269082,XYZ
2024-10-25,102.94045363410372,104.38813292860118,102.08143864435063,103.23478578647591,1644211,XYZ
2024-10-28,104.10371120017022,104.64881084402506,103.02784354737952,103.83832719570229,802729,XYZ
2024-10-29,104.52448943770874,105.00688207980801,103.89973908364014,104.45331058172407,891404,XYZ
2024-10-30,103.64488518138963,104.5397950500886,103.31336553890628,103.92658029449744,1011939,XYZ
2024-10-31,105.37618336672362,105.7542774055939,104.37813302188789,105.06620521374089,954504,XYZ
2024-11-01,103.09075701264105,105.05274898442124,102.12541949281083,103.58908423861604,972505,XYZ
2024-11-04,104.2673697425362,105.10109935306208,103.74279207583736,104.42194571444972,939125,XYZ
2024-11-05,104.38164237332282,105.46299293281797,103.08825549632958,104.27562421457377,954407,XYZ
2024-11-06,104.49213969985976,105.83929291236171,103.99830460816563,104.91879876026367,1175369,XYZ
2024-11-07,107.57951275979624,109.40861177854337,106.40720316774775,107.90790747314556,831592,XYZ
2024-11-08,107.8885483090037,109.27756195124162,107.43539911360136,108.3564805324215,911989,XYZ
2024-11-11,107.8863025896929,109.04090546426436,106.43949600236948,107.74020073331691,1325265,XYZ
2024-11-12,106.22862765759554,107.4855655528143,105.63264892957697,106.55910724119563,1344383,XYZ
2024-11-13,106.56301286935214,106.79763060310455,105.62044474277343,106.20903767293899,794008,XYZ
2024-11-14,106.43581706272343,107.49748655738739,104.96944032628963,106.23346344183851,1539732,XYZ
2024-11-15,105.73149469813585,106.10090513631945,104.95136080296662,105.52613296964304,1492130,XYZ
2024-11-18,107.65124628862438,108.91089054504367,107.10820898035492,108.0095497626993,1008620,XYZ
2024-11-19,109.26768321809153,110.30917491144056,107.2060593024563,108.75761710694843,1373046,XYZ
2024-11-20,108.67549311379885,109.33852335928931,107.14494522160462,108.24173429044697,733054,XYZ
2024-11-21,109.99943454274431,111.38712236406231,108.79416435474705,110.09064335940468,1247245,XYZ
2024-11-22,107.55753916322227,108.48016669288188,107.34739871002904,107.91378270145546,706346,XYZ
2024-11-25,110.16482249764955,110.667973231589,108.60834262918857,109.63815793038879,1276933,XYZ
2024-11-26,111.82499150528955,112.42864285823012,110.19250876394807,111.3105758110891,934983,XYZ
2024-11-27,113.78933731181488,115.45984216365535,112.71660238054729,114.08822227210132,1286044,XYZ
2024-11-28,114.26981973214436,115.10683866969305,113.60122571294183,114.35403219131743,1208064,XYZ
2024-11-29,115.96787183882223,116.7667477584038,115.05633545890984,115.91154160865682,928451,XYZ
